"","siteid","Site","sticID","n_wet","n_total","prc_missing","prc_wet","tempC_mean","LeafSpecies1","LeafSpecies2","LeafSpecies3","Elm","Populus","Oak","Locust","Graminales","Elderberry","Rubrus","Forb","Shrub","Unknown","Rip_type","Sediment.Texture.Description","Percent.Rocks","Percent.Leaf.Litter","Percent.Sediment","FlowStag","project","date","rType","rep","sublocation","month","time_cst","sub_watershed","burn_area","stream_order","elevation","flow_state","conductivity","canopy_cover_percent","long","lat","stic_sublocation","stream_temp_C_1wk_avg","stream_temp_C_2wk_avg","stream_temp_C_3wk_avg","percent_wet_1wk_avg","percent_wet_2wk_avg","percent_wet_3wk_avg","twi","distance_from_outlet","drainage_area","wetted_width","slope_percent","weather","pH","crewBGC","crewMicro","alpha.cent","page.rank","imp.closeness.cent","betweenness.cent","n.nodes.in.paths","n.paths","upstream.network.length","path.length.mean","path.length.var","path.length.skew","path.length.kurt","path.degree.mean","path.degree.var","path.degree.skew","path.degree.kurt","in.eccentricity","mean.efficiency","W_Chl.a_ug_per_mL","rock_area","B_Chl.a_ug_per_cm2","Biofilm_B_Glucosidase_Activity_.umoles_hr_1_mL_1_cm_2.","Biofilm_Phospahtase_Activity_.umoles_hr_1_mL_1_cm_2.","Biofilm_N_Acetylglucosaminidase_Activity_.umoles_hr_1_mL_1_cm_2.","Water_B_Glucosidase_Activity_.umoles_hr_1_mL_1.","Water_Phospahtase_Activity_.umoles_hr_1_mL_1.","Water_N_Acetylglucosaminidase_Activity_.umoles_hr_1_mL_1.","Leaf_Litter_B_Glucosidase_Activity_.umolperhperg_DW.","Leaf_Litter_B_Glucosidase_Activity_.umolperhperg_OM.","Leaf_Litter_Phosphatase_Activity_.umolperhperg_DW.","Leaf_Litter_Phosphatase_Activity_.umolperhperg_OM.","Leaf_Litter_N_Acetylglucosaminidase_Activity_.umolperhperg_DW.","Leaf_Litter_N_Acetylglucosaminidase_Activity_.umolperhperg_OM.","Leaf_Litter_Phenol_Oxidase_Activity_.umolperhperg_DW.","Leaf_Litter_Phenol_Oxidase_Activity_.umolperhperg_OM.","Leaf_Litter_Peroxidase_Activity_.umolperhperg_DW.","Leaf_Litter_Peroxidase_Activity_.umolperhperg_OM.","Sediment_B_Glucosidase_Activity_.umolperhperg_DW.","Sediment_B_Glucosidase_Activity_.umolperhperg_OM.","Sediment_Phosphatase_Activity_.umolperhperg_DW.","Sediment_Phosphatase_Activity_.umolperhperg_OM.","Sediment_N_Acetylglucosaminidase_Activity_.umolperhperg_DW.","Sediment_N_Acetylglucosaminidase_Activity_.umolperhperg_OM.","Sediment_Phenol_Oxidase_Activity_.umolperhperg_DW.","Sediment_Phenol_Activity_.umolperhperg_OM.","Sediment_Peroxidase_Activity_.umolperhperg_DW.","Sediment_Peroxidase_Activity_.umolperhperg_OM."
"36","04W04","04w04","04W04_1",20950,43802,0.223051954,0.478288663,11.23369641,"Elm","none","none",1,0,0,0,0,0,0,0,0,0,"Woody",NA,NA,NA,NA,"flowing","AIMS",20210607,"ENVD",1,"SW","June","12:00","04W","N2B",1,391.0866699,"flowing",561.7,93.8,-96.58866,39.08223,"HS",17.81424963,17.18182156,17.34407287,0.087667162,0.335315985,0.41834743,14.39993095,1.4,2.9436,"0.5",1.879598913,"sunny, hot",8.02,"Sarah Flynn, Jess Wilhelm, Kaci Zarek","Ken Aho, Michael J Braus",1,0.00499845277083413,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,71.2,0.021,0.004868797,0.021584517,0.006360971,0,0,0.000969509,47.97717842,47.97717842,10.04927386,10.04927386,4.17639177,4.17639177,30.30349007,30.30349007,3.781371377,3.781371377,0.063931705,0.877995418,0.280921581,3.857989719,0.011232664,0.154261921,0.801057611,11.00119119,0.108239772,3.925395912
"37","20M01","20m01","20M01_1",2331,43682,0.225180481,0.053362941,17.58322124,"Oak","Oak","Oak",0,0,1,0,0,0,0,0,0,0,"Mixed","Clay and sand",NA,NA,NA,"dry","AIMS",20210605,"ENVD",1,"SW","June","15:41","20M","N20B",1,371.0545349,"dry",NA,13.5,-96.57694,39.08838,"HS",16.67286776,18.72119703,18.72119703,0.145616642,0.185873606,0.185873606,14.87513256,1.31,18.9453,"",7.481488741,"90s, sunny",NA,"Eva Burke, Bri Richards","Eva Burke, Lydia Zeglin",4,0.0159281945608593,82.5,18,3,3,3,2,0.666666666666667,0,NA,1.33333333333333,0.222222222222222,1.73205080756888,NA,3,0.0407407407407407,NA,75,0.838,0.267567588,0.258337717,0.129089239,NA,NA,NA,14.73428615,15.47100046,16.77639465,17.61521438,7.71312945,8.098785923,3.308435415,3.473857186,-0.065730505,-0.06901703,0.256316053,3.467011876,0.578429714,7.82402297,0.032980642,0.446106573,0.567203213,7.672169773,0,0
"38","20M02","20m02","20M02_1",4417,42685,0.242864998,0.103478974,14.85839405,"Populus","Populus","Populus",0,1,0,0,0,0,0,0,0,0,"Mixed","Sandy clay",NA,NA,NA,"stagnant","AIMS",20210605,"ENVD",1,"SW","June","16:27","20M","N20B",1,378.9335327,"dry",NA,0,-96.5737,39.08921,"HS",14.59120357,15.59831227,15.59831227,1,1,1,16.0319767,1.65,16.3166,"",2.037042638,"90s, sunny",NA,"Eva Burke, Bri Richards","Lydia Zeglin, Harley-Payj Leatherman",3,0.0128585197529708,67.5,14,2,1,2,1.5,0.25,NA,NA,1,0,NA,NA,2,0.0333333333333333,235.0942724,62.5,0.087,0.315654945,0.371368967,0.012923002,0.11227154,0.12235956,0.014470988,5.89775114,5.89775114,89.31304749,89.31304749,8.933285522,8.933285522,20.93914949,20.93914949,10.49364273,10.49364273,0.59651487,8.284928746,0.406869771,5.650969035,0.019902784,0.276427556,0.354691159,4.9262661,0,0
"39","20M03","20m03","20M03_1",0,2013,0.96429395,0,20.30787879,"Elm","Elm","Elm",1,0,0,0,0,0,0,0,0,0,"Woody","Sandy gravel clay",96,3,1,"dry","AIMS",20210605,"ENVD",1,"SW","June","17:00","20M","N20B",1,385.9613342,"dry",NA,35.4,-96.57178,39.08822,"HS",14.70236324,17.07536758,17.07536758,1,0.884853853,0.884853853,15.66395473,1.91,9.0899,"",1.639925733,"90s, sunny",NA,"Eva Burke, Bri Richards","Lydia Zeglin, Harley-Payj Leatherman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9,0.159,0.007077316,0.091278378,0.00207101,NA,NA,NA,22.48501614,24.85185994,8.054402951,8.90223484,4.628861226,5.116109777,5.19868539,5.745915431,3.376157753,3.73154278,0.133322148,2.580735859,0.44005632,8.518233045,0.015124346,0.29276413,0.456159848,8.829951337,0,0
"40","20M04","20m04","20M04_1",5125,35991,0.361601362,0.14239671,19.1380384,"Elm","Elm","Elm",1,0,0,0,0,0,0,0,0,0,"Woody",NA,70,15,15,"stagnant","AIMS",20210606,"ENVD",1,"SW","June","9:25","20M","N20B",1,389.7962036,"flowing",544.1,76,-96.57111,39.08709,"HS",15.98811293,16.32228253,16.37583622,1,1,1,15.41920757,2.06,8.6075,"",1.983258448,"70s, overcast",8.24,"Eva Burke, Bri Richards","Lydia Zeglin, Harley-Payj Leatherman",2,0.00924713762604314,45,8,1,0,1,1,0,NA,NA,0,0,NA,NA,1,0.0222222222222222,98.40627983,66.4,0.734,0.004175948,0.045928166,0.029385701,0.009843831,0.089515241,0.056173431,40.64477094,40.64477094,8.420463815,8.420463815,4.147765559,4.147765559,9.553488042,9.553488042,11.49657036,11.49657036,0.05935709,0.949713436,0.362109654,5.793754456,0.010677995,0.17084792,0.483368393,7.733894293,0,0
"41","20M05","20m05","20M05_1",8275,35274,0.374319315,0.234592051,14.70540483,"Rubrus","Populus","Elm",1,1,0,0,0,0,1,0,0,0,"Mixed",NA,92,1,7,"flowing","AIMS",20210606,"ENVD",1,"SW","June","10:53","20M","N20B",1,401.0048828,"flowing",529.8,4.2,-96.568,39.086,"HS",15.84432392,16.17125651,16.24164469,1,1,1,13.70702839,2.4,5.444,"",6.919350964,"70s, overcast",8.13,"Eva Burke, Bri Richards","Lydia Zeglin, Harley-Payj Leatherman",1,0.00499845277083413,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,24.12009895,89.7,0.279,0,0.0761339,0.002959642,0.032051282,0,0,38.48702876,41.98584956,20.89052027,22.78965847,5.313656299,5.796715963,9.207800901,10.04487371,5.66846602,6.183781113,0.111438637,1.568713123,0.427345806,6.015714042,0.014902315,0.209778746,0.406886519,5.727710229,0.134065935,0
"42","SFM01","sfm01","SFM01_1",8806,36580,0.351153839,0.240732641,14.38459541,"Elm","Oak","Oak",1,0,1,0,0,0,0,0,0,0,"Woody","Gravel fine",NA,NA,NA,"flowing","AIMS",20210604,"ENVD",1,"SW","June","10:54","SFM","N1A",3,350.8111572,"flowing",561.1,78.1,-96.587193,39.092281,"HS",14.95903418,15.77372298,15.77372298,1,1,1,18.44983101,0,132.6873,"",1.476474482,"clear, sunny",8.01,"Erin Seybold, Jess Wilhelm, Connor Brown, Bri Richards, Sarah Flynn","Brett Nave, Lydia Zeglin, Charlie Bond, Ken Aho, Rob Ramos, Michael J Braus",46,0.0940339146569058,462.946928071928,0,45,48,45,6.51111111111111,10.560987654321,0.254801661955808,-0.661149933940494,1.91111111111111,0.347654320987654,0.0228245575134588,-0.0575496451223199,14,0.2286157669491,0,86.8,0.14,0.004675786,0.034094323,0.007750281,0.026075619,0.029438994,0.031395124,15.65870192,20.00834134,13.8385945,17.68264853,4.857471862,6.206769602,7.077047489,9.042894014,2.284126438,2.918606005,0.089226665,2.389291812,0.21358791,5.719409578,0.012048549,0.322633361,0.425070688,11.38244843,0.052926397,7.544936464
"43","SFM02","sfm02","SFM02_1",3133,22614,0.598878975,0.138542496,16.54491598,"Elm","Populus","Oak",1,1,1,0,0,0,0,0,0,0,"Woody",NA,93,2,5,"flowing","AIMS",20210604,"ENVD",1,"SW","June","14:00","SFM","N4B",3,352.7506104,"flowing",545.7,84.4,-96.58632,39.09126,"HS",14.99649331,15.85152922,15.85152922,1,1,1,17.58334923,0.14,107.6787,"",2.848214171,"sunny, clear, hot",8.1,"Erin Seybold, Jess Wilhelm, Connor Brown, Bri Richards, Sarah Flynn","Brett Nave, Lydia Zeglin, Charlie Bond, Ken Aho, Rob Ramos, Michael J Braus",34,0.0770009657473518,392.891733266733,33,33,34,33,5.84848484848485,9.94674012855831,0.389155797596616,-0.563984583830786,1.87878787878788,0.348943985307622,0.0379253558453341,-0.0722809400411037,13,0.194020609020609,0,76,0.266,0.003302523,0.039296406,0.015069419,0.061536947,0.172324931,0.041121332,8.591555199,10.30986624,6.219343809,7.463212571,1.925435565,2.310522678,4.797232754,5.756679305,8.994811414,10.7937737,0.08070973,1.527276421,0.292235229,5.529989719,0.016702013,0.316053485,0.441370506,8.352088045,0.02388328,3.513005406
"44","SFM03","sfm03","SFM03_1",8145,46147,0.181456977,0.176501181,11.20251826,"Oak","Oak","Populus",0,1,1,0,0,0,0,0,0,0,"Woody",NA,75,10,15,"flowing","AIMS",20210605,"ENVD",1,"SW","June","","SFM","N4B",3,353.4151611,"flowing",574.9,63.5,-96.58578,39.09099,"LS",15.15369985,15.878171,15.878171,1,1,1,18.85499001,0.18,67.0512,"",0.497656872,"sunny, clear, hot",7.98,"Jess Wilhelm, Connor Brown, Bri Richards, Sarah Flynn","BLANK",15,0.0412378194678335,216.482142857143,28,14,14,14,4.42857142857143,4.6734693877551,-0.105110532105822,-1.02870758653448,1.71428571428571,0.63265306122449,-0.332186579905969,0.163560684892631,8,0.106904761904762,0,75,0.064,0.001093643,0.014330094,0.005937318,0,0,0.015389578,17.82360965,25.3282874,12.10149636,17.19686325,5.622694338,7.990144585,4.617322901,6.561458859,1.574900834,2.238016975,0.062192459,0.792953857,0.184748188,2.355539398,0.006198922,0.07903625,0.523548931,6.675248871,0.060799528,0
"45","SFM04","sfm04","SFM04_1",14848,56095,0.00500204,0.264693823,13.11565772,"Oak","Oak","Elm",1,0,1,0,0,0,0,0,0,0,"Woody",NA,80,1,19,"flowing","AIMS",20210605,"ENVD",1,"SW","June","","SFM","N4B",3,356.1382751,"flowing",564.8,86.5,-96.5844,39.09089,"HS",15.0961367,15.70999257,15.70999257,1,1,1,18.68798256,0.35,60.9054,"",0.53420538,"sunny, clear, hot",8.06,"BLANK","BLANK",13,0.0376360962844592,181.928571428571,36,12,13,12,4,3.16666666666667,0,-0.996398891966759,1.83333333333333,0.305555555555556,-0.0629836657297771,0.654545454545454,7,0.0898412698412698,21.02615367,75,0.655,0.04785771,0.099845851,0.006135343,0,0,0.019061069,6.018141178,7.638409956,3.51318086,4.459037246,3.150544835,3.998768444,2.660631589,3.376955478,1.908469916,2.42228874,0.284913171,10.01944652,0.620152127,21.80868314,0.026272367,0.92391158,0.430529722,15.14029522,0.156596956,8.99528802
"46","SFM05","sfm05","SFM05_1",9553,36564,0.351437643,0.261267914,14.94888141,"Elm","Elm","Oak",1,0,1,0,0,0,0,0,0,0,"Woody","Silt and gravel",85,1,15,"flowing","AIMS",20210605,"ENVD",1,"SW","June","10:57","SFM","N4B",3,361.0678101,"flowing",559.5,80.2,-96.58186,39.09019,"HS",15.2846211,15.92358364,15.92358364,1,1,1,16.93181992,0.66,58.6702,"",2.977030614,"~70s, hot, sunny",8.02,"Bri Richards, Connor Brown","Lydia Zeglin, Michael J Braus, Ken Aho, Harley-Payj Leatherman",12,0.0383972276630884,213,44,11,11,11,3.27272727272727,2.56198347107438,0.0960779672873012,-1.11259105098855,1.63636363636364,0.413223140495868,-1.79966416620188,2.61066666666667,6,0.105185185185185,4.068694055,75.9,0.202,0.024381318,0.132655886,0.032798102,0.042553191,0.004154796,0,33.03710534,44.60009221,14.43614569,19.48879668,5.603113077,7.564202654,7.172961229,9.68349766,9.361322282,12.63778508,0.0710699,2.105445797,0.285620543,8.461508581,0.01099572,0.325748218,0.440576812,13.05208805,0.1892952,11.18932979
"47","SFM06","sfm06","SFM06_1",7661,31855,0.434964613,0.240495997,12.0686065,"Oak","Oak","Populus",0,1,1,0,0,0,0,0,0,0,"Woody","More sandy",90,1,9,"flowing","AIMS",20210605,"ENVD",1,"SW","June","12:16","SFM","N20B",3,365.2245483,"flowing",549.4,85.4,-96.57941,39.0895,"",NA,NA,NA,NA,NA,NA,16.90305519,0.91,51.0121,"",2.664457202,"80s, sunny",8.06,"Connor Brown, Bri Richards, Rachel Wakefield, Eva Burke","Lydia Zeglin, Michael J Braus, Ken Aho, Harley-Payj Leatherman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.8066424,94.6,0.185,0.005541971,0.012013158,0.042318172,0.02346194,0.249568179,0.045863782,13.92855789,26.46426,8.365616006,15.89467041,3.38736771,6.435998649,3.822376502,7.262515354,5.358821959,10.18176172,0.071192641,1.890560123,0.179475153,4.766062407,0.00813156,0.215938103,0.404898931,10.75231604,0.039398241,0
"48","SFM07","sfm07","SFM07_1",9928,54472,0.033790376,0.182258775,14.06835493,"Elm","Oak","Oak",1,0,1,0,0,0,0,0,0,0,"Woody","Sandy",94,5,1,"flowing","AIMS",20210605,"ENVD",1,"SW","June","13:51","SFM","N20B",3,367.3485718,"flowing",528.8,97.9,-96.578458,39.088683,"HS",15.3920208,16.0369145,16.0369145,1,1,1,17.54718971,1.1,49.9061,"",1.369543574,"90s, sunny",8.01,"Connor Brown, Bri Richards, Rachel Wakefield, Eva Burke","Lydia Zeglin, Michael J Braus, Ken Aho, Harley-Payj Leatherman",10,0.0342942235729944,196.5,45,9,9,9,2.77777777777778,1.72839506172839,0.146354523591967,-1.0600583090379,1.55555555555556,0.246913580246914,-0.271052370871576,-2.57142857142857,5,0.097037037037037,18.03918922,61.5,0.191,0.047590759,0.191766924,0.019905022,0.038500039,0.115277108,0,19.84309937,23.45093562,12.11797551,14.32124379,7.620206322,9.005698381,7.360773211,8.699095613,7.560312244,8.93491447,0.113361724,2.277540097,0.237491317,4.771416458,0.005583339,0.112174358,0.338241198,6.795573165,0.100793939,2.02504186
"49","SFT01","Sft01","SFT01_1",5492,9953,0.823456374,0.551793429,21.42031347,"Elm","Elm","Oak",1,0,1,0,0,0,0,0,0,0,"Mixed","Silt and sand",30,40,30,"flowing","AIMS",20210606,"ENVD",1,"SW","June","14:58","SFM","N4B",1,356.8398438,"flowing",589.7,2.1,-96.58517,39.09185,"HS",15.79066865,16.04113011,16.11101319,1,1,1,13.78743362,0.3,4.5053,"",5.294576991,"80s, sunny",8.02,"Eva Burke, Bri Richards","Lydia Zeglin, Harley-Payj Leatherman",1,0.00499845277083413,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,79,0.314,NA,NA,NA,NA,NA,NA,8.131431339,12.41113204,9.803025709,14.96251292,4.102900349,6.262321586,3.959367195,6.043244666,3.892636287,5.941392228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","SFT02","Sft02","SFT02_1",11834,39150,0.305567873,0.302273308,16.77315249,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"Prairie",NA,NA,NA,NA,"flowing","AIMS",20210606,"ENVD",1,"SW","June","13:12","SFM","N4B",1,372.4689026,"flowing",536.1,4.2,-96.57852,39.09105,"HS",16.26858841,16.67016357,16.7081263,1,0.983643123,0.984732824,14.25018978,1.01,4.8346,"",3.58234839,"80s, partly cloudy",8.13,"Eva Burke, Bri Richards","Lydia Zeglin, Harley-Payj Leatherman",1,0.00499845277083413,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,2.149027918,91,0.428,0.024584273,0.138875245,0.008663723,NA,NA,NA,24.12237371,24.12237371,13.45048739,13.45048739,7.035692331,7.035692331,5.50199539,5.50199539,4.168178326,4.168178326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
